,Title_new,Exp_min,Exp_max,NCR,Hyd,Pune,Mumbai,Bangalore,Chennai,Ahmedabad,Kolkata,Kochi,Jaipur,Trivandrum,Indore,Coimbatore,OthersLoc,Skills_list,Dates_new,Exp_avg,Predicted_Salary,Title,Labels6,Labels3
453,Analyst,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Data Science', ' Neural Networks', ' R', ' Python', ' Data Processing', ' Project Leading', '']",40,3.0,0,0,1,1
454,Analyst,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Python', ' Pyramid', ' Django', ' Redis', ' SQL', ' Rest', ' NoSQL', ' JSON', ' Oracle']",40,5.5,0,0,1,0
455,Analyst,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['data analysis', ' advanced excel', ' sql', ' sas', ' data mining', ' statistical modeling', '']",13,4.0,0,0,1,0
456,Analyst,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Analyst', ' Python', ' Data Management', ' analytical support', ' database', ' SQL']",13,7.5,0,0,1,1
457,Analyst,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Excel', ' SQL', ' Business Consulting', ' SAS', ' SPSS', ' Data Analysis', ' R', ' Data Analyst', '']",14,4.5,0,0,1,1
458,Analyst,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['python', ' pyramid', ' django', ' redis', ' sql', ' rest', ' nosql', ' json', ' oracle']",34,5.5,0,0,1,0
459,Generic,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['SAP BODS', ' SAP BusinessObjects Data Services', ' SAP - BODS']",15,6.5,0,5,3,0
460,Generic,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['java', ' web technologies', ' sap', ' server configuration', ' server installation']",16,10.0,2,5,2,1
461,Generic,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['reporting', ' oracle apps', ' Data Migration']",11,7.0,1,5,3,1
462,Generic,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Analytics', ' Analytics', ' Big Data Spark', ' Data Mining', ' Lineage Analysis']",49,6.5,0,5,3,1
463,Engineer,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Financial services', ' Tools', ' Investment banking', ' Asset management']",51,10.0,1,4,1,1
464,Lead,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Natural Language Processing', ' NLP', ' Data Science', ' R', ' Machine Learning', ' Python']",51,5.5,0,6,3,0
465,Engineer,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Financial services', ' Tools', ' Investment banking', ' Asset management']",51,10.0,1,4,1,1
466,Generic,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Datacom', ' Telecom', ' ipv', ' ipv6', ' ipv4', ' datacom developer', ' data network']",61,9.0,1,5,3,1
467,Generic,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Machine Learning', ' Verbal Communication', ' Communication Skills', ' Front End']",36,3.5,1,5,3,2
468,Manager,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Analytics', ' Excel', ' Cluster Analysis', ' Data Analysis', ' Data Science', ' SQL']",54,12.5,2,7,3,1
469,Engineer,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['deep learning', ' nlp', ' machine learning', ' data science', ' python', ' data analytics']",44,4.5,0,4,1,1
470,Analyst,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['data collection', ' data analysis', ' center of excellence', ' organization skills']",36,12.5,2,0,1,1
471,Engineer,10,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['unix scripting', ' oracle sql', ' manufacturing engineering']",48,11.0,6,4,2,2
472,Engineer,14,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Networking', ' Planning Engineering', ' Service Operations', ' Network Planning']",30,18.5,0,4,1,1
473,Engineer,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Java', ' Data Science', ' Hadoop', ' Mongo', ' GeoJSON', ' MySQL', ' Cassandra', ' SQL', ' NoSQL']",48,5.5,2,4,2,2
474,Engineer,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Java', ' Postgres', ' Python', ' MongoDB', ' Data Visualization', ' AWS']",54,7.5,3,4,2,2
475,Engineer,6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['ms sql server', ' python', ' shell scripting', ' big data', ' automation testing']",30,7.5,4,4,2,2
476,Analyst,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Data Reporting', ' Data Analysis']",47,4.0,0,0,1,0
477,Engineer,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['c', ' c++', ' algorithms', ' data structures', ' software engineering', ' python', ' software']",56,5.0,0,4,1,0
478,Scientist,5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,"['Senior Data Scientist', ' Data Scientist']",58,7.5,0,8,3,1
479,Lead,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['SAS SQL', ' R', ' Predictive Modeling', ' Logistic Regression', ' Predictive Analytics', '']",20,5.0,1,6,3,0
480,Generic,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['OSPF', ' EIGRP', ' VTP', ' Bgp', ' Networking', ' Switching', ' STP', ' Multicast', ' QOS', ' MPLS']",22,9.5,0,5,3,1
481,Scientist,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['R', ' Data Mining', ' Data Analysis', ' Machine Learning', ' SAS', ' Predictive Modeling']",23,5.5,0,8,3,0
482,Manager,11,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Informatica', ' ETL', ' Infosphere', ' Datastage', ' Ab Initio', ' Performance Tuning']",26,13.5,2,7,3,1
483,Manager,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Time Series', ' Tableau', ' R', ' Data Analytics', ' Data Quality']",26,9.5,2,7,3,2
484,Manager,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['analytics ', ' data analytics ', ' tableau ', ' business intelligence ']",28,4.5,1,7,3,2
485,Generic,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Big Data Testing', ' Sql Queries', ' Spark', ' Kafka']",9,5.5,0,5,3,0
486,Lead,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Business Analysis', ' Excel', ' Data Analytics', ' SAS', ' VBA', ' Problem Solving']",43,3.5,0,6,3,0
487,Analyst,8,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Analysis', ' Finance', ' Data Mining', ' Business Analysis', ' Financial Analytics']",21,10.5,2,0,1,1
488,Analyst,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Analyst', ' SQL', ' NoSQL', ' Clustering Segmentation', ' Time series']",28,3.0,0,0,1,0
489,Manager,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Cluster Analysis', ' R', ' Machine Learning', ' SAS', ' Advanced Excel', ' SQL']",2,9.0,0,7,3,1
490,Generic,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SAP SD', ' Data Migration', ' SQL', ' SAP MM']",56,8.5,0,5,3,1
491,Generic,8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Hive', ' Sqoop', ' Impala', ' Hadoop', ' HBase', ' SQL Server', ' Big Data', ' Unix', ' Oracle SQL', '']",61,8.5,0,5,3,1
492,Generic,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,['oracel data integrator'],33,5.5,0,5,3,1
493,Generic,12,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['RFP', ' SAP implementation', ' automation framework', ' Outsourcing']",33,14.5,0,5,3,1
494,Generic,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['data mining', ' predictive modeling']",28,4.5,0,5,3,0
495,Engineer,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['data modeling', ' data management', ' data wrangling', ' data munging']",47,6.0,1,4,1,1
496,Lead,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,"['Consulting', ' Analytics', ' SAS', ' Data analysis', ' SPSS', ' Regression', ' Minitab']",48,5.5,0,6,3,0
497,Engineer,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['sql', ' python', ' java', ' model development', ' financial services', ' bfsi', ' analytics']",61,3.0,0,4,1,0
498,Lead,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['data analytics', ' metrics', ' root cause analysis', ' data analysis']",47,4.0,0,6,3,1
499,Lead,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Database Marketing', ' Email Marketing', ' Stored Procedures', ' Database Handling']",22,8.0,1,6,3,1
501,Analyst,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Excel', ' VBA', ' Macros', ' Data Analysis', ' Statistics', ' sas', ' analytics']",26,6.5,0,0,1,1
502,Analyst,7,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Excel', ' SQL Queries', ' Data Governance', ' SAS', ' QMS', ' Data Quality', ' MS Office']",27,9.5,0,0,1,1
503,Generic,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Big Data Testing', ' Sql Queries', ' Spark', ' Kafka']",16,5.0,0,5,3,0
504,Analyst,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Text Mining', ' Statistical Modeling', ' Data Analysis', ' Data Mining', ' R']",20,6.0,0,0,1,1
505,Analyst,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Analyst', ' SQl', ' ETL', ' Stakeholder management']",22,8.5,0,0,1,1
506,Manager,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Oracle SQL', ' Data Integration', ' ETL', ' Informatica', ' PLSQL', ' Data Quality', ' PL']",28,4.0,1,7,3,2
507,Analyst,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Statistical Modeling', ' R', ' Machine Learning', ' Time Series', ' SQL', ' Stat', ' SAS']",26,3.5,0,0,1,0
508,Manager,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Advanced Excel', ' Data Analysis', ' Statistics', ' SQL', ' Internet Media']",2,3.0,0,7,3,1
509,Lead,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SSRS', ' SQL', ' Data analytics', ' Data reporting', ' data warehousing']",2,4.0,0,6,3,1
510,Generic,10,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Associate Vice President', ' Financial services', ' Investment banking']",49,11.0,0,5,3,1
511,Engineer,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Hadoop', ' Hive', ' Flume', ' Oozie', ' Sqoop', ' Mapreduce', ' Hdfs', ' Java', ' Spark', ' Pig']",14,6.0,0,4,1,1
512,Manager,5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,"['e - governance', ' project management', ' data collection', ' monitoring']",15,7.5,0,7,3,1
513,Analyst,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['requirement gathering', ' data governance', ' sql queries', ' business analysis', ' vba']",61,6.0,0,0,1,1
514,Lead,5,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0.0,"['Text Mining', ' Java', ' Machine Learning', ' Python', ' R', ' Data Mining', ' Spark', ' Hadoop', '']",36,7.5,0,6,3,1
515,Generic,10,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['SSRS', ' SQL Server', ' SSIS', ' SSAS', ' Power Bi', ' C#', ' Microsoft Azure', ' ']",21,12.5,2,5,2,1
516,Engineer,6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['ms sql', ' etl', ' database', ' automation testing', ' sap hana', ' system management']",33,7.5,3,4,2,2
517,Scientist,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Natural Language Processing', ' Text Mining', ' Machine Learning', ' Hadoop', ' NLP']",35,7.5,2,8,3,2
518,Engineer,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['ETL', ' Informatica', ' Data Warehousing', ' Talend', ' Big Data', ' Bi', ' Hadoop', ' Technical']",36,4.0,0,4,1,0
520,Developer,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Java', ' EJB', ' JSP', ' J2Ee', ' Atg Commerce', ' XML', ' HTML', ' SQL Server']",15,7.5,0,3,1,1
521,Lead,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['data mining', ' digital marketing', ' strategy', ' business intelligence']",42,3.0,1,6,3,2
522,Lead,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Data Modeling', ' NoSQL', ' Business Intelligence', ' Data Mining', ' ETL']",44,7.0,0,6,3,1
525,Scientist,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Machine Learning', ' Engineering', ' SQL queries', ' algorithms', ' Data Scientist']",50,6.5,1,8,3,0
526,Engineer,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Mapreduce', ' Hadoop', ' Performance Tuning', ' DB', ' Architecting', ' Designing']",41,4.5,0,4,1,0
527,Generic,10,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Unix', ' Ab Initio', ' Shell Scripting', ' PLSQL', ' PL', ' Data Integration']",30,12.5,2,5,2,1
528,Generic,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Process Compliance', ' Technical Skills']",30,6.0,0,5,3,1
529,Engineer,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['hadoop', ' hive', ' impala', ' sql server', ' yarn', ' mongodb', ' mysql', ' big data', ' aws', ' pig', '']",47,4.5,1,4,1,2
530,Engineer,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Warehousing', ' Data Architecture', ' Data Modeling', ' ETL']",33,4.5,1,4,1,2
531,Engineer,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Warehousing Engineer', ' Data Warehousing', ' Hadoop', ' Impala', ' Pig', ' Hive']",33,4.5,1,4,1,2
533,Generic,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL Loader', ' Inbound', ' Outbound', ' PLSQL', ' Oracle Workflow', ' Conversions']",15,7.0,2,5,2,2
534,Analyst,10,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Analysis', ' Data Analytics', ' Linear Regression']",44,14.0,2,0,1,1
535,Lead,5,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,"['tableau', ' data analysis', ' data analytics', ' analytics', ' qlikview', ' cognos']",48,7.5,2,6,2,2
536,Developer,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Big Data Developer', ' Java', ' Scala Development', ' Hadoop', ' Storm', ' Sqoop']",12,4.0,0,3,1,1
537,Analyst,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['sql', ' oracle', ' unix shell scripting', ' data quality', ' data profiling', ' hadoop']",48,6.0,0,0,1,1
538,Generic,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['big data', ' scala', ' hadoop', ' automation framework', ' python', ' automation testing']",12,6.5,0,5,3,1
539,Lead,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Data Modeling', ' NoSQL', ' Business Intelligence', ' Data Mining', ' ETL']",33,7.0,1,6,3,1
540,Analyst,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['presentation skills', ' public speaking', ' strong analytical skills']",12,6.5,0,0,1,1
541,Manager,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['infrastructure project manager', ' infrastructure project management']",41,11.5,4,7,2,2
542,Lead,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL Development', ' Unix', ' ETL', ' Oracle PL', ' Informatica', ' Data Warehousing', ' PLSQL']",14,6.5,0,6,3,1
543,Analyst,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['machine learning', ' python', ' data structures', ' excel', ' data analysis']",61,5.5,0,0,1,0
544,Engineer,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['cloudera', ' big data', ' hadoop', ' r', ' data analysis', ' data modeling', ' data reporting']",14,7.5,0,4,1,1
545,Analyst,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Machine Learning', ' Python', ' Data Structures', ' Excel', ' Data Analysis']",47,5.5,0,0,1,0
546,Analyst,6,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,"['Medical Reviewer', ' Medical Review', ' ICSR', ' Pharmacoviligence', ' MED DRA', ' MED DRA']",42,8.5,0,0,1,1
547,Analyst,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Data Management ', ' Python ', ' Startup ', ' Business Analyst ', ' Machine Learning']",33,2.5,0,0,1,1
548,Scientist,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['sql', ' python', ' optimization', ' social media', ' machine learning', ' tools']",12,9.0,2,8,3,1
549,Manager,12,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['part cosing', ' bom', ' erp tools', ' widchill', ' oracle']",5,16.0,0,7,3,1
550,Generic,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Correlation', ' SAS', ' Modeler', ' R', ' Data Analysis', ' Data Reporting', ' Data Modeling', '']",14,7.5,1,5,3,1
551,Lead,7,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['CSS', ' JQuery', ' Javascript', ' HTML', ' MySQL', ' Spring Mvc', ' Core Java', ' ExtJS', ' Rest']",9,9.5,2,6,2,1
552,Manager,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Science', ' Analytics', ' Learning', ' Providing Training', ' Customer Service']",14,9.0,0,7,3,1
553,Engineer,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Hadoop', ' Flume', ' Mapreduce', ' HBase', ' NoSQL', ' Cloudera', ' Spark', ' Hdfs', ' Java']",15,7.5,4,4,2,2
554,Engineer,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['SQL', ' ETL', ' Data Warehouse Testing', ' Data Warehousing', ' Data Architecture', ' DW']",15,5.5,1,4,1,0
555,Lead,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SAS', ' Predictive Modeling', ' Logistic Regression', ' R', ' Statistical Modeling']",48,2.5,1,6,3,0
556,Manager,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,"['business analysis', ' business analytics', ' excel powerpoint', ' sql queries']",51,7.5,1,7,3,1
558,Manager,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SAS', ' R', ' Text Analytics', ' SQL', ' Machine Learning', ' Predictive Modeling']",61,10.0,1,7,3,1
560,Analyst,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Analyst', ' Data Analysis', ' SQL server', ' Posterger SQL', ' Mysql']",40,4.0,0,0,1,0
561,Analyst,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Python', ' Pyramid', ' Django', ' Redis', ' SQL', ' Rest', ' NoSQL', ' JSON', ' Oracle']",42,5.5,0,0,1,0
562,Analyst,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Warehousing', ' SQL', ' Business Intelligence', ' Data Analytics', ' Data Analysis']",33,6.5,0,0,1,0
563,Developer,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Algorithms', ' Data Structures', ' Core Java', ' Scalability', ' Big Data', ' Distribution']",12,3.5,0,3,1,0
564,Developer,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Java', ' Spark', ' Cloudera', ' SCALA', ' Hadoop', ' NoSQL', ' JUnit', ' Maven', ' Big Data']",13,7.5,0,3,1,1
565,Engineer,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Java', ' Oracle', ' Database', ' Product Support', ' Data Source Engineer']",13,5.5,0,4,1,0
566,Scientist,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Spark', ' Machine Learning', ' Python', ' R', ' Big Data', ' SCALA', ' Algorithms']",13,5.0,0,8,3,0
567,Developer,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Warehousing', ' OBI', ' OBIEE', ' Data Modeling', ' PL']",14,3.0,0,3,1,1
568,Manager,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Reference Data', ' Product Management', ' Data Management', ' Linux', ' DB', ' Oracle DB']",14,7.5,0,7,3,1
569,Developer,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['magik', ' smallworld', ' design management', ' unit testing', ' software solutions']",14,4.5,0,3,1,1
570,Consultant,7,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,"['cloud', ' cloud computing', ' azure', ' microsoft azure', ' sql developer']",14,9.5,1,2,1,1
571,Generic,7,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['data analytics', ' data integrity', ' global compliance', ' metrics analysis']",15,8.0,0,5,3,1
572,Architect,8,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Web Services', ' Big Data', ' Data Privacy', ' Web Technologies']",15,10.5,2,1,1,1
573,Developer,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['DB2 Developer', ' Data Modeling', ' DB2', ' DB2 server tuning']",15,7.5,1,3,1,1
574,Analyst,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Relationship Management', ' Quality Assurance', ' Investment Banking']",15,6.5,0,0,1,0
575,Manager,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Analysis', ' SQL Queries', ' Excel', ' Data Management', ' Data Analytics']",15,3.5,0,7,3,0
576,Scientist,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['nlp', ' data science', ' machine learning', ' python', ' r', ' product management']",14,3.5,0,8,3,0
577,Architect,12,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Center', ' data center architect', ' data center solution architect']",9,14.0,2,1,1,1
578,Architect,15,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,['Data Center'],15,20.0,0,1,1,1
579,Scientist,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Scientist', ' R', ' Neural networks', ' predictive analytics', ' ARIMA modeling']",14,9.5,2,8,3,2
580,Architect,9,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['data architecture', ' agile', ' Scrum Master', ' bigdata', ' hadoop', ' Informatica ETL']",12,11.5,0,1,1,1
581,Developer,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Oracle', ' Unix', ' Perl', ' Informatica', ' Cognos', ' PLSQL', ' Business Objects', ' Sybase']",15,7.0,0,3,1,1
582,Manager,8,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Python', ' R', ' machine learning algotithms', ' linear regression']",14,10.0,2,7,3,1
583,Lead,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Python', ' R', ' machine learning algotithms', ' linear regression']",14,6.0,2,6,2,2
584,Engineer,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['LAMP', ' MySQL', ' PHP', ' Apache', ' Linux Administration', ' Hadoop', ' Zabbix', ' NAGIOS']",16,5.5,1,4,1,1
585,Generic,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Correlation', ' Statistics', ' Analytics', ' Data Analysis', ' SAS', ' Modeler', ' R']",14,4.0,0,5,3,0
586,Generic,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Java', ' Linux Administration', ' Business Intelligence Reporting', ' Devops', ' System']",16,6.0,0,5,3,1
587,Engineer,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Hadoop', ' Big Data', ' SCALA', ' Automation Framework', ' Automation Testing']",12,6.0,1,4,1,1
588,Manager,9,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['operations management', ' Data Operation']",16,11.0,0,7,3,1
589,Manager,8,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Hive', ' Spark', ' Sqoop', ' Impala', ' Oozie', ' Cloudera', ' Hdfs', ' Big Data Analytics']",15,10.5,0,7,3,1
590,Generic,6,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Operations', ' Operations', ' Data Operations Manager', ' Data Maintenance']",7,8.5,4,5,2,2
591,Generic,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Service', ' Analytics', ' SQL', ' Auditing', ' Financial services', ' Data management']",16,6.5,2,5,2,2
592,Manager,8,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"['hive', ' flume', ' sqoop', ' spark', ' hadoop', ' big data', ' project management']",15,10.0,0,7,3,1
593,Lead,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['SAS DI Studio', ' SQL Server', ' Base SAS', ' Data Integration', ' ETL Tool']",12,6.5,2,6,2,2
594,Developer,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Oracle', ' Service', ' Auditing', ' Asset management', ' Financial services']",16,6.0,0,3,1,1
595,Generic,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,"['Data Modeling', ' Data Modeler']",12,6.0,0,5,3,1
596,Lead,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Tableau', ' Data Warehousing', ' Business Analysis', ' Analytics', ' Communication']",9,7.5,1,6,3,1
597,Lead,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['data science', ' presales', ' hadoop', ' aws', ' rfi', ' big data', ' senior management']",8,12.5,2,6,2,1
598,Lead,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['marketing', ' data science', ' presales', ' hadoop', ' aws', ' rfi', ' big data']",8,7.5,1,6,3,1
599,Generic,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Oracle', ' Data Warehousing', ' Data Modeling', ' PLSQL', ' PL', ' Bi', ' Microstrategy', '']",8,7.5,1,5,3,1
600,Scientist,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['MATLAB', ' Image Processing', ' Python', ' Java', ' Machine Learning', ' Algorithms', ' R']",7,6.5,1,8,3,1
601,Lead,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Team Management', ' Process Management', ' Tableau', ' SQL', ' Data Processing']",9,5.5,1,6,3,0
602,Manager,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['ms sql server', ' technical architecture', ' data warehousing', ' Big Data Architect']",8,5.0,1,7,3,0
603,Manager,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['spark', ' python', ' sql', ' big data', ' scala', ' advanced analytics']",8,5.5,1,7,3,0
604,Lead,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['R', ' Text Analytics', ' SAS', ' Statistical Analysis', ' Data Visualization']",8,10.5,0,6,3,1
